EnsemblID	patMutRate	matMutRate	pat_quant	mat_quant	male_CPM_log2geoMean	female_CPM_log2geoMean
ENSG00000078549	5.07322352622857e-05	1.69107450874286e-05	2	1	0.609601355740239	0.520779924823588
ENSG00000087274	5.80181016477141e-05	2.32072406590856e-05	3	4	4.14091570327387	4.89245819256215
ENSG00000075340	3.11452740161208e-05	0	4	3	4.88924166367409	3.57868027582997
ENSG00000148700	7.18989962900118e-06	2.15696988870035e-05	4	4	5.7148090471034	5.18580533159163
ENSG00000118492	4.16177273021539e-05	9.2483838449231e-06	2	1	0.940400901244489	0.557670017006409
ENSG00000197177	0.000115300357431108	4.61201429724432e-05	1	1	0.0750376772056481	0.028392484934943
ENSG00000020181	3.29673952461016e-05	0	2	2	0.679067544357372	1.40047799676096
ENSG00000152990	2.92815479397503e-05	5.85630958795006e-06	3	3	4.02741504797226	3.52044668907933
ENSG00000181790	2.10552911946772e-05	1.05276455973386e-05	2	2	0.899340510460406	0.968071089049014
ENSG00000121753	5.29604914733609e-05	0	2	2	0.750316217841526	1.10870617410926
ENSG00000135298	4.10896443492461e-05	1.59056687803533e-05	2	2	1.15712709512106	1.583772002983
ENSG00000111452	4.82656541604994e-05	2.14514018491108e-05	2	3	2.1118493764329	2.96659804523732
ENSG00000174837	5.68321745884403e-05	0	1	1	0.466356329470167	0.127916734363878
ENSG00000127507	2.18622242626965e-05	2.18622242626965e-05	1	1	0.0382699225966907	0.0865543477354986
ENSG00000123146	3.57321517901808e-05	0	2	2	2.19377812685661	2.26298851509258
ENSG00000153292	4.48129061169617e-05	4.48129061169617e-05	1	1	0.0151546288684064	0
ENSG00000173567	2.5991578728492e-05	0	1	1	0.13482234059556	0.238297229549018
ENSG00000153294	0	2.77123458500762e-05	1	1	0.0149174637770563	0.000816473603590989
ENSG00000069122	5.8679706601467e-05	2.93398533007335e-05	2	1	0.616120266781349	0.420816905608119
ENSG00000205336	3.6425891523695e-05	0	2	1	0.751817658828007	0.682755379379052
ENSG00000182885	4.74766177657504e-05	0	1	1	0.0577179278417012	0.168468877146954
ENSG00000159618	0.000122431489379068	2.04052482298447e-05	1	1	0.193249364612833	0.407918243378646
ENSG00000112414	4.86036855480413e-05	6.94338364972018e-06	2	2	1.02273500512436	1.70613304615123
ENSG00000072071	3.42606550637248e-05	0	3	3	3.7244343437522	4.35925166515853
ENSG00000117114	5.82025594575521e-05	1.74607678372656e-05	2	2	1.46454589091004	2.4260631757246
ENSG00000150471	4.59203236464411e-05	5.74004045580513e-06	2	2	1.49698218053508	1.33312160182338
ENSG00000162618	5.36142378991389e-05	1.78714126330463e-05	1	1	0.534354705862878	0.251737566254402
ENSG00000164199	5.04552005121203e-05	4.73017504801128e-06	3	3	4.14052395269828	3.85491759681919
ENSG00000187758	0.000136686714051394	0	1	1	0.0277137629899042	0.123466945726896
ENSG00000196616	6.29023127083639e-05	2.09674375694546e-05	1	1	0.0547841304924899	0.139422864627433
ENSG00000248144	6.16903146206046e-05	6.16903146206046e-05	1	2	0.0510374304544038	0.937041325562831
ENSG00000198099	8.87652750244105e-05	0	1	1	0.0488821070468271	0.0796868848461403
ENSG00000197894	5.62334814148344e-05	0	4	4	7.47109041942373	7.56282946482016
ENSG00000147576	5.49526033795851e-05	0	2	1	0.657505975967673	0.314365493950945
ENSG00000182551	4.52263579213966e-05	0	4	4	6.22134563604346	4.89705643138389
